"subject_id","school","sex","ageyr","agemo","x1","x2","x3","x4","x5","x6","x7","x8","x9"
"hs_154","Pasteur",2,15,1,5.1666667,6,2.375,1.3333333,2.25,1.1428571,5.3913043,6.15,5.1944444
"hs_155","Pasteur",2,15,7,6.3333333,6.75,1.125,3,2.5,1.4285714,4.6956522,5.6,4.1388889
"hs_156","Pasteur",2,15,6,4.8333333,5.75,1.25,3,4.75,2.1428571,3.6086957,6.15,4.6944444
"hs_157","Grant-White",1,13,0,3.8333333,4.75,0.5,3.3333333,4.25,1.4285714,3,4.1,4.3333333
"hs_158","Grant-White",2,11,10,5.5,5.5,2.125,2.6666667,4.25,1.4285714,2.826087,4.9,5.4166667
"hs_159","Grant-White",1,12,6,5.6666667,6,2.75,3.6666667,4.75,2.7142857,2.173913,4.3,6.3333333
"hs_160","Grant-White",1,11,11,4.8333333,5.75,1.125,3,4.75,1.5714286,4.9565217,5.15,4
"hs_161","Grant-White",1,12,5,2.6666667,6.25,1.25,2.6666667,6.25,3.4285714,4.8695652,6.1,4.4444444
"hs_162","Grant-White",2,12,6,5,6.25,2.5,3.3333333,5.75,2.5714286,4.0869565,5.65,5.5833333
"hs_163","Grant-White",2,12,8,6,8.25,4.5,5.6666667,6.25,5.8571429,5.6086957,6.95,9.25
"hs_164","Grant-White",2,11,11,4.6666667,6.25,1.125,3.3333333,4.5,1.5714286,4.173913,4.75,4.8333333
"hs_165","Grant-White",2,12,5,5,6.25,1.375,3.6666667,5.25,1.1428571,4.4782609,5.7,5.4722222
"hs_166","Grant-White",2,12,5,3.3333333,6.25,0.75,3,5.25,2.2857143,3.8695652,5.05,4.9444444
"hs_167","Grant-White",1,12,0,4.5,6.5,0.75,3.3333333,4,1.8571429,3.826087,5.35,3.8055556
"hs_168","Grant-White",1,12,10,5.3333333,5.25,1,0.33333333,1.75,1.5714286,4.4782609,6.8,4.2777778
"hs_169","Grant-White",1,12,9,6.3333333,7.75,1.5,3.3333333,2.75,2,3.6086957,5.4,5.5833333
"hs_170","Grant-White",2,12,8,2.8333333,5.25,0.75,1.6666667,2.5,1.4285714,4.3043478,4.35,4.0833333
"hs_171","Grant-White",1,12,9,5.6666667,7,3,4.6666667,5.5,3.7142857,2.1304348,4.2,4.75
"hs_172","Grant-White",1,13,1,4.1666667,7.75,2.25,2.3333333,3,1.5714286,2.826087,4,3.4722222
"hs_173","Grant-White",2,12,1,5.5,7.75,3.75,3.6666667,5.75,2.5714286,2.8695652,5.65,5.1666667
"hs_174","Grant-White",1,13,1,6.6666667,5.75,2.5,3.3333333,5.75,5,3.1304348,5.2,6.1666667
"hs_175","Grant-White",2,12,7,5,5.5,2.5,2.6666667,4.25,2.8571429,4.1304348,5.5,4.4722222
"hs_176","Grant-White",2,12,1,6,7,2.75,4.3333333,6,5.1428571,3.5652174,5.15,5.6944444
"hs_177","Grant-White",1,12,9,4,4,1.75,1.6666667,4.25,1.5714286,4.6086957,4,3.2777778
"hs_178","Grant-White",1,12,8,6.6666667,6.5,3.25,4.3333333,6,3.5714286,3.826087,6.05,6.25
"hs_179","Grant-White",2,12,6,5,6,2.375,4.6666667,6.5,3.4285714,4.8695652,5.75,5.1388889
"hs_180","Grant-White",1,14,0,7,6.75,3.375,2.3333333,3.25,0.57142857,5.4782609,10,6.5555556
"hs_181","Grant-White",2,12,3,5.5,6.75,2,2.6666667,4.25,1.8571429,2.9565217,5.8,6.0833333
"hs_182","Grant-White",2,12,4,5.3333333,5.5,1.875,3,5,2.4285714,3.2173913,5.9,5.3055556
"hs_183","Grant-White",1,12,9,5.1666667,5.25,0.625,4.3333333,4.75,2.7142857,4.173913,6.05,5
"hs_184","Grant-White",2,14,7,4.5,5.75,0.5,3,2.75,1,2.3913043,5.9,4.9444444
"hs_185","Grant-White",1,13,2,5.1666667,5.75,1.375,1.3333333,4,2.2857143,3.5217391,6.4,5.25
"hs_186","Grant-White",1,12,5,5.1666667,8.5,0.375,3,4.75,2.4285714,2.2173913,4.6,5.0555556
"hs_187","Grant-White",2,12,0,2.8333333,7.5,1.625,3,4.25,1.8571429,2.2608696,4.7,3.9722222
"hs_188","Grant-White",1,12,0,5,5,1.625,3,5,3,4.6956522,5.65,5
"hs_189","Grant-White",1,12,6,4.6666667,4.75,1,3,3.5,2.8571429,3.5217391,5.8,4.4166667
"hs_190","Grant-White",1,13,2,3.1666667,5.5,1,1.6666667,3,0.57142857,2.173913,3.6,4.5
"hs_191","Grant-White",1,12,0,4.6666667,5,1.75,2.6666667,3.75,1.1428571,4.3478261,7.2,5.6944444
"hs_192","Grant-White",2,12,10,6.3333333,6.25,1.625,3,5.75,2.1428571,2.4347826,6.5,5.5
"hs_193","Grant-White",2,11,11,5.6666667,7,1.25,3,5.5,2.8571429,3.5217391,4.8,5.5277778
"hs_194","Grant-White",2,13,8,3,5.5,0.625,0.66666667,1,0.28571429,1.3043478,3.05,3.1111111
"hs_195","Grant-White",2,12,7,2.6666667,5,1,2,4.5,1.8571429,4.0434783,5.55,5.1388889
"hs_196","Grant-White",2,12,4,3,7.5,2.125,6.3333333,6,4.7142857,4,5.4,4.1111111
"hs_197","Grant-White",2,12,6,5.3333333,5.25,1.125,5,5,3.5714286,4.1304348,4.6,4.9444444
"hs_198","Grant-White",1,12,6,5.6666667,5.25,1.125,3,5.75,3.4285714,2.5217391,4.55,4.8055556
"hs_199","Grant-White",1,12,1,3.5,5.5,1,3,3,1.1428571,2.826087,4.2,3.8055556
"hs_200","Grant-White",2,12,9,4.6666667,5,1.75,2.6666667,4.5,1.4285714,2.6521739,5,5.9444444
"hs_201","Grant-White",2,12,3,6.5,6,3.125,4.6666667,4.25,1.5714286,3.5652174,5.2,6.7777778
"hs_202","Grant-White",2,12,4,5.3333333,6.5,1.25,3.6666667,5.75,3.2857143,2.6956522,4.15,3.9722222
"hs_203","Grant-White",2,12,10,4.6666667,6,1,2,2.5,1.4285714,2.6521739,3.85,4.4166667
"hs_204","Grant-White",1,12,5,4,5,2.75,3.6666667,4.75,2.5714286,3.0869565,4.7,4.2777778
"hs_205","Grant-White",2,11,11,5.1666667,4.75,1.625,2.6666667,5.5,2.4285714,2.6521739,3.5,3.3333333
"hs_206","Grant-White",2,12,8,4.8333333,6.5,3.125,3.3333333,5.5,2.5714286,3.6956522,6.4,5.6111111
"hs_207","Grant-White",1,11,11,4.8333333,7.5,1.875,2.3333333,4,1.7142857,2.7826087,3.7,4.5833333
"hs_208","Grant-White",1,14,1,2.6666667,5.75,0.625,2.3333333,5,1.8571429,4.1304348,6.4,3.8055556
"hs_209","Grant-White",2,12,4,4.1666667,6.25,3.25,1.6666667,1.75,0.71428571,2,3.6,3.3611111
"hs_210","Grant-White",1,13,2,4.1666667,6.75,1.875,2,4,1.8571429,3.7391304,4.95,5.9444444
"hs_211","Grant-White",2,12,3,6.1666667,7.75,2,4.6666667,7,2.8571429,3.826087,5.7,6.1944444
"hs_212","Grant-White",2,12,11,5,6.5,2.375,2.3333333,5.25,2,3.8695652,6.05,6.1666667
"hs_213","Grant-White",1,11,5,4.8333333,6,1.25,3,5.25,2.4285714,4.3478261,6.05,5.7222222
"hs_214","Grant-White",2,12,4,6.1666667,8.5,2.125,6,6,3.8571429,3.4782609,5.6,6.3611111
"hs_215","Grant-White",2,12,0,4.6666667,5,0.5,2.6666667,4.5,0.85714286,3.173913,4.2,4.4722222
"hs_216","Grant-White",1,13,11,3.6666667,8.5,2.375,3.3333333,4.25,2.1428571,3.4782609,5.05,5.1388889
"hs_217","Grant-White",2,12,4,6.3333333,5.25,2.25,6,6.5,4.4285714,5.2173913,5.45,5.6944444
"hs_218","Grant-White",1,12,9,4.8333333,5.25,2.25,2.3333333,4,1,2.9130435,4.4,5
"hs_219","Grant-White",1,12,10,4.1666667,6.25,3.75,3,4,2.2857143,4.6086957,6.35,4.8611111
"hs_220","Grant-White",2,13,7,4.6666667,6.75,1.625,1.6666667,1.5,0.57142857,4.3913043,5.3,4.7777778
"hs_221","Grant-White",1,13,2,3.8333333,5,2.25,2,3,0.85714286,1.8695652,5,4.0277778
"hs_222","Grant-White",2,14,0,1.8333333,5,1.125,4.3333333,4,2.1428571,3.173913,3.65,3.6111111
"hs_223","Grant-White",2,12,11,7.5,9.25,3.625,3.3333333,4,2.2857143,3.173913,5.05,6.1111111
"hs_224","Grant-White",2,13,0,3.1666667,3.75,0.875,5,4.75,2.7142857,4.3913043,5.6,3.2222222
"hs_225","Grant-White",2,12,8,6.8333333,5.25,1.375,3,4,2,5.3913043,5.95,6.1111111
"hs_226","Grant-White",1,12,3,5.8333333,7.5,4.125,2.6666667,3.75,1.7142857,3.9130435,6.3,6.7222222
"hs_227","Grant-White",2,12,0,5.6666667,6,2,3,3.5,1.4285714,3.8695652,5.8,6.5555556
"hs_228","Grant-White",1,13,2,3.1666667,5.5,1.5,3.3333333,4,2.4285714,5.1304348,5.8,7
"hs_229","Grant-White",1,12,7,4.1666667,5.25,1.875,2.6666667,4.25,2.4285714,2.9565217,4.1,4.7222222
"hs_230","Grant-White",1,11,4,6,7,4.125,5,6,5.5714286,3.5217391,5.2,5.8333333
"hs_231","Grant-White",2,14,0,3.1666667,5.75,0.75,2.3333333,3.25,2.7142857,2.9565217,4.85,4.1388889
"hs_232","Grant-White",2,12,9,4.5,5.25,0.875,3,4.75,3.1428571,3.826087,5.45,5.3055556
"hs_233","Grant-White",2,12,5,3.5,2.25,1.75,5,6.25,4.2857143,2.9565217,4.55,5.0277778
"hs_234","Grant-White",1,12,9,4.5,5.5,4,2.6666667,3.25,1.8571429,2.4347826,3.75,4.9166667
"hs_235","Grant-White",2,12,7,4.3333333,5.5,1,1.6666667,2.75,1.5714286,3.3043478,5.7,4.3333333
"hs_236","Grant-White",1,14,2,3.3333333,6.75,1.875,3,4.75,1.5714286,5.6521739,5.25,6.6944444
"hs_237","Grant-White",2,13,1,5.5,5.5,1.75,4.3333333,6.25,3.7142857,3.6521739,6.35,6.3888889
"hs_238","Grant-White",2,12,11,6.3333333,6.5,0.875,5.3333333,6.25,2.1428571,4.7391304,5.55,5.5555556
"hs_239","Grant-White",2,13,2,5.5,6.25,4.25,5,5.75,3,4.7391304,7.15,6.8333333
"hs_240","Grant-White",1,13,6,6,7.25,2,3,5.75,3.2857143,6.4782609,7.8,6.8611111
"hs_241","Grant-White",1,13,9,6.3333333,7.25,4.375,4.3333333,5.5,2.4285714,4.8695652,6.3,6.3055556
"hs_242","Grant-White",2,13,2,5.1666667,6.25,3.5,3.3333333,6.25,3.8571429,4.4782609,4.9,4.6666667
"hs_243","Grant-White",2,13,1,6,7,1.625,3.6666667,5.75,2.5714286,5.826087,5.1,6.2222222
"hs_244","Grant-White",1,13,8,5.1666667,6.5,3.625,3.6666667,6.5,1.7142857,3.6956522,4.95,5.25
"hs_245","Grant-White",2,14,2,4.6666667,6,0.75,2.6666667,4.25,2.1428571,4,4.75,5.9722222
"hs_246","Grant-White",1,13,8,6.3333333,9.25,3.5,3.3333333,4.75,2.7142857,4.7826087,6.75,5.5277778
"hs_247","Grant-White",1,13,6,4.8333333,8.5,2.75,3.3333333,5,2.7142857,3.6521739,6.6,4.0833333
"hs_248","Grant-White",1,13,7,5.8333333,6,1.875,4,5,3.2857143,4,6.25,6.4444444
"hs_249","Grant-White",2,13,3,5.8333333,6.25,3.125,3.6666667,6,2.7142857,5.7391304,5.9,5.1944444
"hs_250","Grant-White",2,12,10,3.8333333,5.25,0.375,3,5.25,1.7142857,5.7826087,5.55,6.5277778
"hs_251","Grant-White",2,13,5,5.1666667,7,3.125,4,5.75,2.1428571,6.0434783,5.5,5.5277778
"hs_252","Grant-White",1,14,6,8.5,6.5,4.25,6,6.5,5.4285714,5.7826087,8.05,6.9166667
"hs_253","Grant-White",2,14,9,5.5,7,2.25,5,5.75,4.2857143,4.173913,6.1,5.8888889
"hs_254","Grant-White",2,15,11,3.5,6.5,2.125,4,4,4.7142857,5.1304348,5.6,3.6666667
"hs_255","Grant-White",2,13,9,6.1666667,8,1.375,5.3333333,6.25,4.5714286,3.4782609,4.75,4.75
"hs_256","Grant-White",1,13,1,6.1666667,5,2.625,2.6666667,4.75,2.7142857,3.3913043,5.05,4.9722222
"hs_257","Grant-White",1,13,9,6.1666667,6.5,3.625,2.3333333,4.75,2.7142857,4.4347826,5.65,5.8333333
"hs_258","Grant-White",1,13,7,6.5,6.5,3,5.6666667,6.5,4.2857143,5,6.8,7.3888889
"hs_259","Grant-White",2,13,0,6.5,8.5,4.125,3.3333333,4.75,2.2857143,4.1304348,5.95,6.6666667
"hs_260","Grant-White",2,13,8,3,4,0.5,3.3333333,5.25,2.7142857,2.9565217,4,3.4722222
"hs_261","Grant-White",2,12,9,4.6666667,7,2.25,3.3333333,6.25,3.2857143,3.7826087,4.65,4.7222222
"hs_262","Grant-White",1,14,10,4.8333333,5.75,1.125,2,6,1.2857143,4.3478261,9.1,6.3055556
"hs_263","Grant-White",2,13,5,4.1666667,5,1.375,4,4.75,2.4285714,4.826087,6.25,5.7222222
"hs_264","Grant-White",1,13,4,4.8333333,8.25,1.375,4.3333333,5.75,3.7142857,3.3913043,5.15,5.5
"hs_265","Grant-White",2,13,6,5.3333333,5.25,1.875,4.6666667,5,4.1428571,5.0869565,5.4,6.5833333
"hs_266","Grant-White",1,13,6,5,5.25,2.625,4,6,3.8571429,4.173913,5.65,5.7222222
"hs_267","Grant-White",2,13,5,5.8333333,7,2.375,6,6.75,4.7142857,6.3043478,5.85,6.2777778
"hs_268","Grant-White",1,12,1,2.6666667,8.5,4,4.6666667,5.5,3.4285714,4.3043478,5.4,5.9722222
"hs_269","Grant-White",2,13,5,6.3333333,7.5,4.125,4.6666667,5.5,4.1428571,4.2173913,6,7
"hs_270","Grant-White",2,13,2,4.3333333,6.25,0.875,3.3333333,3.75,1.8571429,5,6.45,5.0833333
"hs_271","Grant-White",2,13,7,5.5,7,1.5,4.6666667,5.25,2,4.6086957,5.3,5.1944444
"hs_272","Grant-White",1,15,3,4.6666667,6.75,4,3.3333333,4.75,2.4285714,3,6.5,5.5
"hs_273","Grant-White",2,13,3,4.5,5.5,2,2.6666667,4.75,2.1428571,5.8695652,7.1,6.25
"hs_274","Grant-White",2,14,4,4.3333333,7.25,1.25,2.6666667,4.75,1.8571429,3.6956522,5.45,6.1111111
"hs_275","Grant-White",1,14,7,5,8,3.25,2.3333333,3.75,1.4285714,4.7391304,7,4.9444444
"hs_276","Grant-White",1,13,3,3.6666667,5.75,1,1.3333333,3.25,2.4285714,4,4.05,4.1666667
"hs_277","Grant-White",1,13,8,5.3333333,6,1,3,4.75,2,3.3913043,4.45,5.3055556
"hs_278","Grant-White",1,14,6,5.1666667,5.75,1.625,4,4.75,2.1428571,3.5652174,5.4,5.0555556
"hs_279","Grant-White",1,14,9,5.3333333,6.25,2.125,1.6666667,2.75,2.2857143,4.6086957,7.15,5.5555556
"hs_280","Grant-White",1,16,4,6.6666667,5.25,1.875,2.6666667,4.5,1.8571429,3.6521739,6.3,5.9722222
"hs_281","Grant-White",1,12,11,3.5,5,1.375,2.3333333,4.75,1.1428571,3.4782609,5.85,6.5277778
"hs_282","Grant-White",1,13,1,5.1666667,6.25,3.25,5,6,3.2857143,2.3913043,4,4.2777778
"hs_283","Grant-White",2,14,1,4,6,2,2.6666667,4.5,1.7142857,3.3478261,4.7,3.75
"hs_284","Grant-White",1,14,3,6.8333333,6.25,1.875,4,5.25,2.7142857,2.7826087,4.7,5.25
"hs_285","Grant-White",2,14,9,5,5.75,1.25,2.6666667,3.5,1.7142857,4.2608696,6.6,6.6666667
"hs_286","Grant-White",1,16,1,5.8333333,5,2,3.3333333,4,1.4285714,3.4782609,5.25,5.6944444
"hs_287","Grant-White",1,13,5,5.6666667,6.75,2.125,4.3333333,6.25,4.5714286,3.3478261,5.95,5.4166667
"hs_288","Grant-White",1,14,3,4.1666667,5.5,1.625,2.3333333,4,1.5714286,5.8695652,6.3,5.6666667
"hs_289","Grant-White",2,13,1,4,6.25,0.75,3,4.75,3.2857143,5.2173913,6.55,5.7222222
"hs_290","Grant-White",1,14,4,6,6.5,2.125,3.3333333,4.75,1.4285714,2.4347826,5.75,5
"hs_291","Grant-White",1,15,6,3.3333333,4.75,0.875,2.6666667,5,0.85714286,5.826087,5.5,6.7777778
"hs_292","Grant-White",1,14,11,4.6666667,6,1.125,1.3333333,3,1.5714286,4.173913,5.75,4.8333333
"hs_293","Grant-White",2,12,11,5.6666667,5.5,1.625,3.3333333,4.25,2,5.4782609,6,4.5
"hs_294","Grant-White",1,14,3,5.6666667,5.25,2.375,3.3333333,4.5,2,3.3913043,5.15,6.3333333
"hs_295","Grant-White",2,13,0,5.8333333,7,1.25,3,3.25,1.5714286,4.173913,4.85,5.7777778
"hs_296","Grant-White",1,13,3,6.1666667,6.5,3,3,4.25,2.8571429,3.0434783,4.25,5.6666667
"hs_297","Grant-White",1,13,5,4,7,1.375,2.6666667,4.25,1,5.0869565,5.6,5.25
"hs_298","Grant-White",2,14,10,3,6,1.625,2.3333333,4,1,4.6086957,6.05,6.0833333
"hs_299","Grant-White",2,14,3,4.6666667,5.5,1.875,3.6666667,5.75,4.2857143,4,6,7.6111111
"hs_300","Grant-White",1,14,2,4.3333333,6.75,0.5,3.6666667,4.5,2,5.0869565,6.2,4.3888889
"hs_301","Grant-White",1,13,5,4.3333333,6,3.375,3.6666667,5.75,3.1428571,4.0869565,6.95,5.1666667
